coupon_id,discount_rate
100063885,1000:50
100063889,100:10
100063916,300:50
100063939,300:50
100063948,50:1
100063951,50:5
100063969,300:30
100063985,150:5
100063991,300:5
100064010,20:10
100064020,1000:20
100064039,500:50
100064048,5:1
100064074,150:10
100064076,100:10
100064078,500:100
100064087,20:1
100064099,20:10
100064118,100:10
100064119,50:5
100064134,100:50
100064142,50:5
100064155,200:10
100064160,50:5
100064164,150:20
100064178,150:10
100064180,200:20
100064186,200:10
100064188,50:5
100064240,100:5
100064246,5:1
100064250,300:20
100064263,150:20
100064268,200:20
100064270,50:1
100064287,10:5
100064294,50:5
100064316,200:10
100064328,150:20
100064334,300:30
100064343,100:20
100064345,30:1
100064350,10:1
100064351,300:50
100064358,30:20
100064361,30:20
100064366,50:5
100064386,100:10
100064394,30:1
100064396,500:100
100064399,20:10
100064410,50:20
100064418,200:20
100064438,5:1
100064450,30:20
100064457,500:20
100064458,200:10
100064471,300:50
100064477,300:10
100064478,150:5
100064480,1000:50
100064484,200:20
100064488,1000:100
100064493,500:100
100064498,5:1
100064510,50:5
100064514,50:20
100064516,50:5
100064523,20:10
100064529,300:20
100064538,1000:100
100064541,200:20
100064548,500:10
100064550,10:5
100064570,300:20
100064571,300:50
100064576,20:10
100064606,50:10
100064611,10:5
100064616,100:10
100064626,50:5
100064647,30:20
100064651,100:5
100064672,300:50
100064693,200:10
100064696,30:20
100064702,200:10
100064711,100:20
100064712,800:100
100064727,50:5
100064734,30:20
100064742,100:10
100064744,300:10
100064747,300:20
100064750,30:20
100064763,300:20
100064764,100:5
100064770,150:30
100064777,500:50
100064779,50:30
100064792,300:50
100064794,100:1
100064795,100:1
100064801,300:20
100064809,100:10
100064821,100:50
100064823,300:20
100064825,50:10
100064830,500:20
100064836,300:50
100064842,500:5
100064844,50:5
100064859,500:50
100064864,50:1
100064868,150:10
100064889,20:10
100064905,30:20
100064913,10:5
100064921,300:20
100064929,50:10
100064949,150:20
100064956,10:5
100064966,100:5
100064983,50:5
100064986,10:5
100064987,5:1
100065002,500:50
100065013,100:1
100065025,150:10
100065026,50:30
100065033,10:5
100065042,150:5
100065045,5:1
100065047,100:1
100065049,150:50
100065055,50:5
100065057,50:1
100065077,10:5
100065113,20:1
100065126,30:20
100065127,500:100
100065132,150:10
100065139,200:30
100065144,300:50
100065152,200:20
100065156,300:50
100065159,100:5
100065160,50:10
100065175,50:5
100065176,20:10
100065179,30:5
100065201,500:20
100065231,100:10
100065232,30:20
100065244,500:100
100065254,100:5
100065257,150:10
100065261,200:30
100065270,10:5
100065283,300:30
100065288,50:30
100065290,50:1
100065291,50:1
100065299,300:50
100065303,150:1
100065319,5:1
100065327,300:50
100065328,1000:50
100065337,100:10
100065342,100:10
100065346,300:10
100065348,200:10
100065359,500:30
100065361,50:10
100065372,300:20
100065380,150:10
100065386,150:10
100065399,50:1
100065405,300:30
100065415,5:1
100065416,5:1
100065440,800:20
100065443,20:10
100065448,1000:100
100065454,200:20
100065456,150:10
100065459,300:20
100065464,50:10
100065466,200:10
100065476,200:10
100065488,150:10
100065499,50:10
100065503,500:50
100065526,100:50
100065538,50:5
100065539,100:5
100065543,30:5
100065562,100:5
100065589,300:10
100065613,30:1
100065631,150:10
100065638,200:10
100065640,150:10
100065641,800:30
100065643,10:5
100065651,200:20
100065661,200:30
100065665,300:20
100065674,1000:30
100065709,100:10
100065711,30:20
100065722,150:20
100065728,300:20
100065729,200:30
100065749,300:50
100065750,150:5
100065751,200:20
100065754,100:5
100065755,50:10
100065770,100:5
100065790,20:10
100065794,10:5
100065801,20:10
100065804,50:5
100065813,50:5
100065833,150:20
100065836,150:5
100065852,300:30
100065883,10:5
100065891,200:20
100065899,100:20
100065910,200:20
100065913,20:10
100065921,300:20
100065922,10:5
100065949,1000:100
100065953,5:1
100065958,200:20
100065963,150:10
100065972,100:10
100065989,500:100
100065992,300:30
100065994,100:10
100066010,10:5
100066011,500:100
100066012,50:10
100066016,5:1
100066019,200:20
100066056,10:5
100066062,30:20
100066063,50:1
100066073,50:1
100066076,30:20
100066079,10:5
100066081,300:50
100066085,100:10
100066093,10:1
100066110,20:10
100066126,50:30
100066132,300:30
100066140,300:30
100066150,800:100
100066158,30:20
100066171,300:50
100066185,50:1
100066205,30:10
100066247,150:10
100066251,30:20
100066261,10:5
100066275,200:10
100066285,5:1
100066288,10:5
100066313,50:5
100066318,200:30
100066320,100:5
100066332,150:100
100066333,200:30
100066367,200:10
100066368,20:10
100066369,1000:50
100066371,100:5
100066384,100:10
100066386,1000:50
100066388,50:10
100066405,50:5
100066417,20:10
100066432,150:10
100066452,20:10
100066469,5:1
100066479,150:100
100066490,200:20
100066513,150:20
100066516,800:50
100066522,50:10
100066534,50:1
100066535,100:5
100066554,30:1
100066560,100:50
100066569,200:20
100066574,300:50
100066587,200:30
100066592,100:5
100066596,20:10
100066599,100:10
100066616,50:10
100066626,100:10
100066632,300:30
100066634,10:5
100066645,1000:100
100066651,30:5
100066666,500:100
100066667,200:20
100066672,150:10
100066680,10:5
100066683,150:5
100066684,50:5
100066685,20:10
100066687,300:30
100066695,800:100
100066696,300:50
100066709,10:5
100066713,150:30
100066715,200:30
100066720,100:5
100066722,50:1
100066724,200:20
100066736,10:5
100066738,200:5
100066751,150:10
100066770,200:10
100066777,150:20
100066795,1000:50
100066798,500:30
100066805,5:1
100066813,200:10
100066822,150:10
100066824,100:50
100066832,200:5
100066835,5:1
100066850,200:30
100066853,30:10
100066855,100:20
100066860,300:10
100066870,20:10
100066879,300:50
100066894,200:20
100066895,150:100
100066900,100:10
100066907,5:1
100066908,100:10
100066921,30:20
100066930,20:1
100066948,50:5
100066950,50:5
100066955,50:10
100066965,200:10
100066975,100:5
100066984,150:10
100066992,100:50
100066998,100:10
100067008,300:30
100067030,20:1
100067038,200:20
100067066,20:10
100067067,100:50
100067087,100:5
100067110,100:5
100067117,10:5
100067141,20:10
100067144,50:5
100067150,200:10
100067157,30:1
100067181,50:10
100067206,150:10
100067215,10:5
100067228,50:5
100067244,150:5
100067245,200:10
100067254,150:10
100067271,100:10
100067279,10:5
100067292,20:10
100067304,50:10
100067306,100:5
100067307,100:5
100067309,50:5
100067310,150:20
100067324,100:5
100067334,150:10
100067338,50:5
100067341,50:5
100067342,10:5
100067354,20:10
100067367,300:30
100067371,10:5
100067387,100:5
100067394,30:20
100067409,50:5
100067410,50:30
100067428,1000:50
100067436,300:30
100067438,1000:50
100067445,100:5
100067446,1000:100
100067449,10:5
100067456,50:1
100067462,800:100
100067491,100:50
100067492,5:1
100067495,300:20
100067496,20:1
100067512,5:1
100067544,500:30
100067546,150:10
100067548,300:20
100067567,30:10
100067573,150:30
100067587,100:50
100067591,500:30
100067610,500:50
100067617,50:5
100067620,50:10
100067640,5:1
100067642,200:30
100067647,10:5
100067657,50:5
100067668,300:20
100067722,100:50
100067736,10:5
100067742,150:10
100067749,30:1
100067762,100:5
100067778,30:1
100067784,200:20
100067786,500:30
100067795,5:1
100067801,800:50
100067806,300:50
100067816,150:20
100067819,100:5
100067821,500:20
100067831,20:10
100067834,300:30
100067843,10:5
100067857,100:5
100067859,100:5
100067872,10:1
100067882,50:5
100067893,20:10
100067910,150:30
100067918,50:10
100067919,50:5
100067921,10:1
100067928,500:100
100067929,20:10
100067932,200:30
100067935,5:1
100067943,200:20
100067980,10:5
100067986,100:5
100067995,500:100
100067997,10:5
100068006,300:30
100068052,10:5
100068058,100:20
100068063,300:10
100068068,200:30
100068085,500:20
100068090,100:5
100068094,100:5
100068103,50:1
100068106,300:30
100068116,200:10
100068117,800:50
100068145,100:10
100068150,200:20
100068163,50:1
100068166,50:5
100068175,10:5
100068183,30:1
100068188,1000:500
100068190,500:20
100068191,300:10
100068213,1000:30
100068222,200:30
100068231,800:50
100068233,1000:100
100068239,500:50
100068249,200:20
100068259,500:50
100068271,50:1
100068277,100:10
100068286,300:30
100068302,150:10
100068303,30:5
100068322,200:20
100068327,150:10
100068333,5:1
100068338,150:10
100068340,30:20
100068342,100:10
100068345,500:100
100068351,30:5
100068359,30:5
100068361,50:5
100068370,10:5
100068377,100:5
100068378,100:50
100068384,500:50
100068401,150:20
100068403,50:5
100068404,150:10
100068409,300:50
100068410,300:20
100068419,200:30
100068437,10:5
100068443,500:20
100068453,300:50
100068464,500:30
100068465,200:20
100068471,20:10
100068472,10:5
100068489,100:5
100068493,50:5
100068504,300:30
100068513,500:30
100068516,50:5
100068525,5:1
100068535,50:5
100068548,20:10
100068552,50:5
100068567,800:100
100068576,20:1
100068590,50:5
100068594,5:1
100068602,10:5
100068604,50:1
100068609,500:50
100068612,100:10
100068620,50:5
100068633,200:10
100068637,1000:100
100068650,1000:100
100068658,100:10
100068670,150:10
100068695,150:20
100068706,20:10
100068711,100:50
100068713,150:50
100068722,100:10
100068729,50:10
100068737,200:20
100068742,500:20
100068745,150:10
100068746,500:100
100068747,500:100
100068749,150:10
100068751,50:5
100068762,200:5
100068766,1000:100
100068783,20:10
100068785,200:30
100068788,1000:50
100068790,5:1
100068791,1000:100
100068802,50:1
100068805,20:10
100068809,150:10
100068810,5:1
100068813,200:20
100068824,30:10
100068825,1000:50
100068836,500:20
100068844,100:5
100068882,150:10
100068892,30:20
100068906,50:10
100068937,300:10
100068941,1000:30
100068946,100:10
100068951,50:1
100068954,100:10
100068959,20:10
100068963,5:1
100068967,50:5
100068970,200:30
100068971,100:20
100068973,300:50
100068975,50:10
100068983,20:1
100068988,200:20
100069003,200:10
100069004,30:1
100069009,150:10
100069010,200:30
100069020,10:5
100069031,50:1
100069043,50:20
100069046,10:5
100069054,150:10
100069058,500:50
100069060,100:10
100069077,50:5
100069087,50:10
100069097,300:20
100069099,300:50
100069104,100:50
100069115,5:1
100069162,50:20
100069183,150:10
100069187,200:20
100069188,50:30
100069201,300:20
100069208,500:20
100069215,50:1
100069220,10:5
100069232,50:1
100069233,150:30
100069235,5:1
100069238,200:20
100069241,100:5
100069245,150:10
100069254,200:20
100069258,500:100
100069271,5:1
100069278,200:30
100069285,100:10
100069286,50:5
100069290,150:10
100069300,150:10
100069309,10:5
100069315,500:100
100069318,200:20
100069334,30:1
100069336,5:1
100069355,800:50
100069357,50:1
100069366,20:1
100069373,200:20
100069380,200:20
100069396,100:5
100069428,300:10
100069446,200:10
100069461,200:20
100069470,50:5
100069472,150:5
100069500,50:1
100069510,50:5
100069523,200:10
100069534,1000:100
100069540,30:20
100069544,100:10
100069551,300:50
100069553,10:5
100069570,5:1
100069586,5:1
100069592,50:1
100069593,100:5
100069594,10:5
100069597,150:5
100069601,100:5
100069605,200:20
100069606,300:30
100069613,30:20
100069616,100:50
100069638,10:5
100069639,200:30
100069640,300:20
100069647,300:20
100069649,20:10
100069654,200:30
100069657,100:5
100069660,150:10
100069663,5:1
100069673,150:5
100069680,50:1
100069686,150:5
100069689,50:5
100069696,100:1
100069708,300:20
100069716,200:100
100069722,1000:300
100069725,30:20
100069751,300:20
100069779,5:1
100069781,150:10
100069788,200:20
100069791,200:10
100069793,20:10
100069801,300:50
100069805,5:1
100069806,150:10
100069812,200:20
100069813,20:10
100069820,150:10
100069833,50:10
100069834,300:30
100069844,50:10
100069847,100:10
100069850,50:20
100069856,20:10
100069861,50:1
100069868,100:10
100069876,10:5
100069889,20:10
100069910,50:20
100069916,30:20
100069921,100:5
100069928,30:20
100069936,50:5
100069937,10:5
100069938,50:10
100069939,300:10
100069941,200:10
100069952,500:50
100069959,200:20
100069972,200:20
100069978,50:10
100069987,100:10
100069989,200:20
10007,10:1
100070002,1000:100
100070011,150:10
100070041,150:30
100070042,800:50
100070046,500:100
100070055,800:50
100070061,50:10
100070062,200:20
100070063,200:20
100070076,100:50
100070085,30:10
100070097,500:100
100070099,500:50
100070106,30:10
100070110,200:20
100070116,500:20
100070130,30:20
100070158,5:1
100070166,500:30
100070167,10:5
100070172,50:30
100070178,300:20
100070194,100:5
100070202,800:20
100070203,10:5
100070210,200:10
100070213,200:20
100070217,100:50
100070222,300:50
100070223,300:20
100070224,50:5
100070226,100:50
100070229,300:100
100070251,5:1
100070265,1000:10
100070266,150:20
100070279,50:20
100070285,150:10
100070288,200:50
100070289,200:10
100070293,50:5
100070310,10:5
100070314,30:1
100070317,50:1
100070327,50:1
100070331,100:10
100070335,20:10
100070340,150:5
100070357,1000:20
100070361,150:10
100070362,50:5
100070375,150:10
100070379,20:1
100070383,500:50
100070385,200:10
100070394,100:10
100070396,300:20
100070404,150:10
100070441,20:10
100070449,300:10
100070461,300:30
100070463,20:10
100070465,500:30
100070475,300:20
100070476,300:30
100070481,200:10
100070484,50:10
100070485,150:30
100070505,100:10
100070518,50:5
100070519,150:10
100070528,100:50
100070529,10:5
100070544,20:1
100070546,100:10
100070549,300:20
100070565,150:20
100070575,50:5
100070594,100:10
100070597,150:10
100070617,5:1
100070626,300:10
100070628,300:20
100070634,50:30
100070636,50:1
100070642,150:10
100070648,200:30
100070670,50:30
100070677,50:5
100070678,300:20
100070686,50:1
100070688,1000:300
100070691,20:5
100070701,300:30
100070706,50:30
100070711,5:1
100070732,30:1
100070744,10:5
100070745,300:100
100070764,1000:100
100070785,200:1
100070799,1000:100
100070826,100:10
100070829,20:10
100070838,100:50
100070839,150:100
100070841,30:20
100070842,10:5
100070846,5:1
100070849,50:1
100070855,50:30
100070864,30:20
100070885,20:10
100070925,20:10
100070928,10:5
100070942,150:10
100070945,1000:100
100070951,30:20
100070958,50:5
100070968,1000:500
100070995,5:1
100071006,5:1
100071014,500:100
100071028,300:10
100071029,100:10
100071032,20:10
100071033,500:100
100071038,1000:50
100071041,200:20
100071048,150:10
100071049,50:10
100071077,10:5
100071084,50:5
100071105,150:5
100071111,30:20
100071123,200:10
100071128,50:5
100071154,200:20
100071159,30:20
100071161,20:10
100071167,150:10
100071179,800:50
100071180,300:20
100071196,150:50
100071201,100:5
100071202,30:1
100071204,50:5
100071211,300:100
100071216,30:10
100071217,200:20
100071222,50:5
100071243,50:1
100071280,200:20
100071283,150:20
100071287,50:5
100071293,300:30
100071297,100:10
100071299,100:5
100071300,300:50
100071319,100:10
100071324,100:5
100071325,300:10
100071368,300:50
100071391,150:10
100071399,300:30
100071400,5:1
100071404,50:5
100071419,200:20
100071427,10:5
100071446,10:5
100071458,5:1
100071464,10:5
100071473,50:1
100071481,10:1
100071483,30:20
100071494,150:10
100071501,200:10
100071506,50:5
100071508,200:10
100071513,150:20
100071514,10:5
100071523,20:10
100071550,150:20
100071561,150:20
100071562,500:50
100071569,150:20
100071577,30:20
100071580,1000:100
100071590,500:5
100071592,5:1
100071655,500:30
100071662,300:50
100071664,100:10
100071671,100:20
100071681,150:10
100071701,1000:20
100071711,5:1
100071766,200:20
100071769,100:10
100071776,1000:100
100071777,300:20
100071779,50:5
100071786,1000:100
100071793,30:20
100071794,5:1
100071804,150:10
100071814,150:20
100071816,150:5
100071826,10:5
100071828,10:5
100071832,150:10
100071836,50:10
100071840,300:30
100071844,300:50
100071853,300:30
100071854,100:50
100071866,20:10
100071877,150:5
100071879,500:30
100071882,1000:50
100071890,10:5
100071906,500:50
100071911,5:1
100071912,150:20
100071917,150:10
100071938,300:10
100071941,50:1
100071949,50:5
100071962,50:30
100071964,300:50
100071970,10:1
100071972,100:5
100071973,50:5
100072004,50:5
100072008,300:20
100072012,150:5
100072016,50:1
100072018,300:10
100072020,100:50
100072022,10:5
100072030,30:20
100072039,50:1
100072056,50:1
100072060,200:10
100072066,500:20
100072079,5:1
100072084,200:20
100072087,500:20
100072105,150:5
100072125,200:10
100072136,1000:100
100072142,150:10
100072143,50:10
100072148,300:5
100072157,50:10
100072160,20:10
100072161,200:10
100072166,10:5
100072170,30:20
100072179,500:30
100072180,50:5
100072204,1000:50
100072214,500:50
100072216,150:10
100072219,30:20
100072220,300:20
100072248,150:10
100072251,30:20
100072252,100:5
100072253,1000:300
100072257,300:10
100072261,50:5
100072282,100:10
100072298,10:5
100072300,100:5
100072305,150:10
100072312,10:5
100072319,300:20
100072322,30:1
100072324,50:5
100072327,50:20
100072330,1000:20
100072352,200:10
100072359,300:50
100072360,50:30
100072361,50:20
100072370,100:5
100072391,200:20
100072400,200:30
100072409,200:10
100072412,50:1
100072434,100:10
100072435,150:10
100072442,50:10
100072448,800:50
100072456,10:5
100072476,50:1
100072478,150:1
100072480,30:1
100072482,50:5
100072501,200:10
100072502,50:5
100072503,50:10
100072504,300:50
100072521,150:5
100072523,50:5
100072524,50:5
100072538,500:30
100072555,5:1
100072556,10:5
100072565,100:1
100072571,10:5
100072580,20:10
100072604,50:5
100072616,300:30
100072618,20:10
100072620,5:1
100072629,50:1
100072634,300:30
100072638,100:20
100072648,300:10
100072659,100:5
100072672,500:50
100072683,100:1
100072705,50:5
100072710,5:1
100072711,50:5
100072721,50:5
100072726,150:10
100072730,50:5
100072733,100:20
100072738,800:100
100072745,100:5
100072774,200:20
100072778,800:500
100072804,500:50
100072810,5:1
100072816,200:20
100072819,150:20
100072825,30:1
100072831,50:5
100072840,30:20
100072845,20:10
100072847,100:5
100072854,50:5
100072860,200:30
100072868,30:5
100072870,300:20
100072891,100:10
100072897,500:20
100072911,5:1
100072912,100:5
100072914,50:1
100072918,100:50
100072920,30:20
100072924,150:10
100072943,50:10
100072950,100:5
100072964,100:10
100073001,100:5
100073003,500:100
100073010,150:20
100073011,150:20
100073015,150:10
100073018,500:100
100073027,300:5
100073035,500:50
100073039,150:10
100073054,300:20
100073071,200:20
100073097,30:20
100073103,20:10
100073119,300:10
100073121,50:1
100073126,300:30
100073129,200:30
100073130,800:100
100073131,300:20
100073145,200:10
100073150,800:100
100073153,20:10
100073157,150:10
100073181,300:10
100073193,50:5
100073202,20:10
100073209,50:5
100073219,100:5
100073223,30:1
100073244,150:10
100073257,10:5
100073268,200:10
100073270,150:20
100073276,100:1
100073283,300:10
100073284,200:20
100073288,50:5
100073304,50:10
100073310,200:20
100073322,100:5
100073328,500:50
100073330,10:5
100073346,50:30
100073371,30:1
100073375,150:20
100073408,30:20
100073419,30:20
100073422,200:20
100073431,1000:300
100073448,5:1
100073472,800:50
100073490,30:20
100073493,50:5
100073504,200:20
100073506,50:5
100073528,800:50
100073532,20:10
100073534,30:1
100073536,200:30
100073538,50:1
100073543,800:100
100073545,50:5
100073550,50:5
100073552,100:10
100073558,300:10
100073586,10:5
100073593,5:1
100073598,100:10
100073604,50:5
100073619,200:20
100073620,100:5
100073621,10:5
100073627,20:10
100073628,300:30
100073636,10:5
100073637,300:20
100073639,10:5
100073647,50:1
100073650,50:30
100073651,100:5
100073655,5:1
100073663,150:10
100073668,150:10
100073670,500:20
100073676,100:5
100073678,5:1
100073680,10:5
100073682,50:5
100073700,30:10
100073705,50:5
100073717,50:1
100073726,5:1
100073728,150:10
100073736,200:50
100073750,200:20
100073771,1000:50
100073781,150:20
100073786,800:20
100073795,50:5
100073798,10:5
100073801,500:30
100073826,10:5
100073845,800:20
100073874,200:30
100073883,300:30
100073894,500:50
100073901,5:1
100073912,10:5
100073919,150:100
100073924,30:1
100073927,800:50
100073931,10:1
100073936,10:5
100073949,20:10
100073956,150:10
100073969,50:10
100073977,300:50
100073978,300:20
100073985,50:10
100073992,30:5
100073994,10:5
100073995,300:10
100074003,200:10
100074007,30:5
100074011,5:1
100074022,50:5
100074023,150:10
100074026,200:20
100074028,50:1
100074039,20:10
100074052,150:10
100074059,10:5
100074069,300:20
100074073,50:5
100074101,10:5
100074118,5:1
100074122,200:10
100074134,30:20
100074146,150:5
100074158,5:1
100074167,150:10
100074174,150:10
100074193,50:5
100074194,150:20
100074200,200:10
100074203,200:20
100074213,300:20
100074234,50:5
100074240,1000:100
100074247,300:20
100074248,200:20
100074253,10:1
100074258,200:20
100074264,20:10
100074284,200:20
100074285,300:10
100074301,150:10
100074313,30:20
100074314,100:20
100074321,100:50
100074324,30:1
100074328,150:5
100074329,20:10
100074347,100:10
100074352,200:20
100074353,5:1
100074355,10:5
100074370,200:10
100074383,150:10
100074384,50:20
100074403,800:30
100074404,5:1
100074411,50:1
100074414,800:100
100074420,150:5
100074442,300:30
100074468,300:20
100074473,500:30
100074478,100:50
100074486,1000:20
100074493,200:20
100074502,200:20
100074508,50:1
100074511,300:50
100074512,30:1
100074513,200:20
100074525,50:30
100074537,50:5
100074539,800:20
100074541,20:10
100074563,50:10
100074567,5:1
100074572,50:5
100074578,5:1
100074605,100:5
100074614,150:10
100074616,20:10
100074617,150:1
100074622,800:100
100074626,50:5
100074630,50:1
100074659,30:1
100074662,300:20
100074690,50:5
100074702,30:10
100074708,300:10
100074711,50:10
100074716,30:5
100074728,20:10
100074735,100:10
100074741,100:50
100074742,200:10
100074743,50:1
100074749,300:20
100074755,150:20
100074756,200:50
100074785,200:20
100074788,200:50
100074793,20:10
100074797,100:10
100074800,150:1
100074802,10:5
100074806,20:10
100074817,150:5
100074830,30:5
100074839,10:5
100074840,20:10
100074852,200:10
100074864,500:100
100074866,20:10
100074873,50:5
100074898,200:20
100074900,1000:20
100074937,100:10
100074943,5:1
100074946,200:10
100074954,50:1
100074996,100:5
100074997,150:10
100075008,10:5
100075011,30:20
100075020,100:5
100075025,50:5
100075055,150:5
100075056,50:1
100075060,10:5
100075068,50:1
100075069,50:5
100075070,200:10
100075080,150:20
100075083,20:10
100075107,500:30
100075112,10:5
100075115,200:20
100075129,1000:100
100075130,5:1
100075133,30:5
100075134,50:5
100075135,150:10
100075162,300:20
100075183,30:1
100075195,50:1
100075210,10:1
100075223,50:30
100075226,150:5
100075230,5:1
100075236,500:30
100075263,300:100
100075293,5:1
100075305,10:5
100075310,150:10
100075311,50:1
100075324,20:10
100075366,100:20
100075375,150:100
100075392,100:5
100075409,300:10
100075419,150:10
100075429,50:1
100075430,300:10
100075434,100:20
100075438,50:5
100075452,500:50
100075462,50:1
100075467,150:10
100075477,30:20
100075480,20:10
100075502,150:5
100075513,200:10
100075522,300:10
100075524,300:10
100075545,20:10
100075548,30:20
100075549,10:5
100075557,100:5
100075561,500:10
100075567,10:5
100075571,200:50
100075575,200:10
100075584,10:5
100075588,100:10
100075599,150:10
100075601,50:5
100075605,5:1
100075608,5:1
100075609,200:20
100075620,300:20
100075621,50:1
100075632,200:10
100075634,50:5
100075636,150:10
100075637,20:10
100075641,50:5
100075649,10:5
100075657,10:5
100075671,20:10
100075688,10:5
100075690,500:100
100075700,50:20
100075704,150:20
100075705,20:10
100075719,5:1
100075723,100:5
100075728,500:50
100075732,150:10
100075744,100:5
100075754,50:30
100075759,100:10
100075768,5:1
100075769,300:30
100075770,50:5
100075775,300:10
100075777,100:10
100075781,150:5
100075783,500:50
100075787,300:20
100075789,10:5
100075797,10:5
100075805,50:1
100075817,5:1
100075824,150:30
100075833,30:1
100075855,50:5
100075862,30:1
100075870,150:30
100075872,50:5
100075889,1000:50
100075891,20:10
100075920,5:1
100075923,50:20
100075928,20:10
100075943,50:1
100075953,50:1
100075973,20:10
100075978,20:10
100075984,150:10
100075997,300:10
100075998,200:20
100076021,800:50
100076027,50:5
100076032,150:50
100076039,20:10
100076040,150:10
100076041,300:100
100076050,10:5
100076061,150:10
100076062,500:50
100076072,500:50
100076077,20:10
100076086,500:20
100076087,500:10
100076104,50:5
100076129,20:10
100076132,100:10
100076135,50:1
100076141,800:20
100076144,300:50
100076147,1000:300
100076157,500:50
100076161,50:5
100076162,5:1
100076185,150:20
100076189,50:5
100076201,150:20
100076203,50:5
100076208,50:5
100076256,1000:100
100076262,50:5
100076263,150:10
100076274,10:5
100076300,150:5
100076319,50:5
100076321,10:5
100076330,200:20
100076331,30:20
100076333,20:10
100076334,100:20
100076335,100:5
100076341,300:50
100076344,10:5
100076354,100:10
100076361,10:5
100076373,30:1
100076378,50:30
100076382,1000:50
100076405,200:100
100076411,100:10
100076417,1000:100
100076419,150:20
100076423,5:1
100076435,30:20
100076438,500:20
100076444,30:20
100076452,30:20
100076454,10:5
100076475,200:20
100076478,30:20
100076494,200:5
100076499,150:10
100076500,800:50
100076501,500:20
100076524,50:10
100076544,300:50
100076550,1000:100
100076575,200:10
100076580,150:10
100076584,50:10
100076585,100:20
100076591,300:20
100076600,30:10
100076610,50:5
100076617,150:10
100076618,300:100
100076619,50:5
100076646,150:10
100076661,100:50
100076665,5:1
100076667,150:10
100076679,30:20
100076680,5:1
100076681,10:5
100076698,10:5
100076700,150:20
100076702,300:30
100076704,100:5
100076706,100:5
100076711,50:5
100076722,150:20
100076726,1000:100
100076733,50:10
100076734,30:20
100076762,10:5
100076780,300:100
100076781,500:30
100076804,300:20
100076815,150:20
100076823,200:20
100076837,50:1
100076856,150:5
100076868,300:50
100076872,10:5
100076879,300:50
100076885,5:1
100076898,150:20
100076901,200:50
100076905,50:10
100076911,50:1
100076912,150:100
100076938,100:10
100076948,100:5
100076961,1000:20
100076967,50:5
100076985,50:5
100076992,150:20
100077015,30:20
100077017,500:30
100077018,50:5
100077020,500:20
100077056,150:10
100077058,10:5
100077064,300:100
100077097,300:20
100077105,50:1
100077117,50:1
100077119,200:20
100077124,30:5
100077128,5:1
100077144,5:1
100077163,50:30
100077166,300:20
100077189,5:1
100077190,5:1
100077193,300:50
100077196,150:10
100077201,30:1
100077211,50:30
100077212,1000:100
100077221,100:50
100077222,500:10
100077231,50:5
100077236,1000:50
100077240,500:5
100077248,100:5
100077254,50:1
100077255,200:10
100077257,30:20
100077270,150:100
100077293,50:1
100077321,200:10
100077327,100:10
100077339,300:20
100077340,10:5
100077344,10:5
100077346,150:5
100077347,150:5
100077376,50:10
100077402,150:10
100077423,50:5
100077433,10:5
100077471,10:5
100077477,50:5
100077481,300:30
100077500,200:20
100077502,5:1
100077510,300:50
100077520,150:10
100077535,5:1
100077536,150:5
100077546,50:5
100077553,300:30
100077558,50:5
100077567,50:5
100077579,10:5
100077595,100:5
100077617,30:1
100077630,150:10
100077642,10:5
100077649,200:10
100077655,50:5
100077677,20:10
100077694,50:5
100077727,50:5
100077729,100:10
100077731,100:5
100077736,100:10
100077739,300:10
100077740,50:5
100077743,1000:100
100077745,500:100
100077755,800:50
100077758,200:10
100077763,300:10
100077769,200:20
100077771,50:20
100077775,1000:100
100077776,300:100
100077777,30:20
100077780,300:20
100077785,300:20
100077790,100:10
100077792,20:10
100077813,200:20
100077832,50:5
100077839,1000:20
100077840,150:20
100077842,200:10
100077844,100:10
100077853,150:20
100077864,50:1
100077865,300:50
100077871,50:5
100077885,200:10
100077896,800:100
100077900,10:5
100077911,150:5
100077917,150:5
100077922,30:5
100077937,200:20
100077957,50:10
100077977,20:10
100077983,100:10
100077995,50:1
100077996,300:50
100077997,300:50
100078016,10:5
100078024,150:10
100078037,150:20
100078047,30:20
100078061,200:10
100078066,30:20
100078097,200:20
100078110,100:1
100078115,50:5
100078121,150:10
100078125,20:10
100078128,200:20
100078131,300:50
100078137,100:5
100078140,50:5
100078154,5:1
100078155,10:5
100078157,200:10
100078160,200:20
100078188,30:20
100078198,50:10
100078205,200:20
100078210,800:100
100078215,150:20
100078242,20:10
100078243,100:5
100078250,300:30
100078252,300:20
100078260,300:20
100078279,200:10
100078291,300:30
100078293,30:5
100078303,30:1
100078304,10:5
100078316,200:20
100078325,300:20
100078329,5:1
100078348,150:10
100078349,150:10
100078372,1000:50
100078381,150:10
100078392,30:1
100078396,100:10
100078397,1000:50
100078401,500:100
100078405,50:30
100078409,200:30
100078412,50:10
100078438,150:10
100078460,300:20
100078464,10:5
100078472,10:5
100078484,1000:10
100078487,200:10
100078498,10:5
100078500,5:1
100078511,100:50
100078515,100:10
100078523,200:10
100078527,200:30
100078532,5:1
100078538,100:50
100078539,200:20
100078541,50:10
100078545,200:10
100078554,100:5
100078579,50:1
100078583,150:10
100078605,20:5
100078610,150:10
100078617,10:5
100078621,50:5
100078627,150:10
100078632,500:50
100078640,50:30
100078643,100:1
